ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
4,Melbourne,Australian Open,21/01/2020,Grand Slam,Outdoor,Hard,1st Round,5,Hurkacz H.,Novak D.,31,99,1398,574,6,7,1,6,6,2,6,3,6,4,3,2,Completed,"1,36","3,2","1,45",3,"1,45","3,3","1,39","2,98"
4,Melbourne,Australian Open,21/01/2020,Grand Slam,Outdoor,Hard,1st Round,5,Ito T.,Gunneswaran P.,146,123,362,442,6,4,6,2,7,5,,,,,3,0,Completed,"2,37","1,57","2,55","1,58","2,55","1,67","2,38","1,58"
4,Melbourne,Australian Open,21/01/2020,Grand Slam,Outdoor,Hard,1st Round,5,Millman J.,Humbert U.,47,43,1096,1130,7,6,6,3,1,6,7,5,,,3,1,Completed,2,"1,8","2,04","1,87","2,15","1,87","2,05","1,77"
4,Melbourne,Australian Open,21/01/2020,Grand Slam,Outdoor,Hard,1st Round,5,Paire B.,Stebe C.M.,21,154,1703,340,6,4,3,6,6,3,6,7,6,0,3,2,Completed,"1,36","3,2","1,44","3,02","1,44","3,5","1,38","3,08"
4,Melbourne,Australian Open,21/01/2020,Grand Slam,Outdoor,Hard,1st Round,5,Schwartzman D.,Harris L.,14,72,2130,746,6,4,6,2,6,2,,,,,3,0,Completed,"1,33","3,4","1,41","3,17","1,42",4,"1,34","3,28"
4,Melbourne,Australian Open,21/01/2020,Grand Slam,Outdoor,Hard,1st Round,5,Bautista Agut R.,Lopez F.,9,57,2630,933,6,2,6,2,7,5,,,,,3,0,Completed,"1,12",6,"1,17","5,92","1,18","6,6","1,14","5,67"
4,Melbourne,Australian Open,21/01/2020,Grand Slam,Outdoor,Hard,1st Round,5,Fognini F.,Opelka R.,12,38,2310,1227,3,6,6,7,6,4,6,3,7,6,3,2,Completed,2,"1,8","2,19","1,76","2,19","1,82","2,08","1,75"
4,Melbourne,Australian Open,21/01/2020,Grand Slam,Outdoor,Hard,1st Round,5,Sinner J.,Purcell M.,82,216,671,221,7,6,6,2,6,4,,,,,3,0,Completed,"1,33","3,4","1,34","3,57","1,35","3,6","1,31","3,44"
4,Melbourne,Australian Open,21/01/2020,Grand Slam,Outdoor,Hard,1st Round,5,Lajovic D.,Edmund K.,27,65,1516,845,7,6,6,3,7,6,,,,,3,0,Completed,"2,5","1,53","2,71","1,53","2,75","1,57","2,61","1,5"
4,Melbourne,Australian Open,21/01/2020,Grand Slam,Outdoor,Hard,1st Round,5,Polmans M.,Kukushkin M.,133,68,411,816,6,4,6,3,4,6,6,7,6,4,3,2,Completed,3,"1,4","3,05","1,43","3,05","1,51","2,86","1,42"
4,Melbourne,Australian Open,21/01/2020,Grand Slam,Outdoor,Hard,1st Round,5,Raonic M.,Giustino L.,35,150,1305,347,6,2,6,1,6,3,,,,,3,0,Completed,"1,1",7,"1,08","10,03","1,12","10,03","1,07","8,38"
4,Melbourne,Australian Open,21/01/2020,Grand Slam,Outdoor,Hard,1st Round,5,Paul T.,Mayer L.,80,101,696,564,4,6,6,4,6,4,6,4,,,3,1,Completed,"1,33","3,4","1,39","3,29","1,39","3,6","1,34","3,25"
4,Melbourne,Australian Open,21/01/2020,Grand Slam,Outdoor,Hard,1st Round,5,Khachanov K.,Vilella Martinez M.,17,196,1995,254,4,6,6,4,7,6,6,3,,,3,1,Completed,"1,05",11,"1,06","12,54","1,06","14,5","1,04","10,98"
4,Melbourne,Australian Open,21/01/2020,Grand Slam,Outdoor,Hard,1st Round,5,Thiem D.,Mannarino A.,5,44,5890,1111,6,3,7,5,6,2,,,,,3,0,Completed,"1,12",6,"1,13","7,05","1,17","7,05","1,13","5,91"
4,Melbourne,Australian Open,21/01/2020,Grand Slam,Outdoor,Hard,1st Round,5,Garin C.,Travaglia S.,36,74,1285,730,6,4,6,3,6,4,,,,,3,0,Completed,"1,72","2,1","1,78","2,16","1,8","2,16","1,74","2,09"
4,Melbourne,Australian Open,21/01/2020,Grand Slam,Outdoor,Hard,1st Round,5,Sandgren T.,Trungelliti M.,100,202,573,238,6,1,6,4,7,5,,,,,3,0,Completed,"1,53","2,5","1,55","2,65","1,56","2,78","1,5","2,58"
4,Melbourne,Australian Open,21/01/2020,Grand Slam,Outdoor,Hard,1st Round,5,Wawrinka S.,Dzumhur D.,15,92,2045,594,7,5,6,7,6,4,6,4,,,3,1,Completed,"1,14","5,5","1,14","6,93","1,16","6,93","1,13","5,91"
4,Melbourne,Australian Open,21/01/2020,Grand Slam,Outdoor,Hard,1st Round,5,Gulbis E.,Auger-Aliassime F.,256,22,179,1701,7,5,4,6,7,6,6,4,,,3,1,Completed,"4,33","1,22","4,69","1,23","4,8","1,31","4,33","1,22"
4,Melbourne,Australian Open,21/01/2020,Grand Slam,Outdoor,Hard,1st Round,5,Krajinovic F.,Halys Q.,41,215,1158,222,7,6,7,6,3,6,4,6,7,5,3,2,Completed,"1,25",4,"1,25","4,48","1,3","4,54","1,24","4,06"
4,Melbourne,Australian Open,21/01/2020,Grand Slam,Outdoor,Hard,1st Round,5,Thompson J.,Bublik A.,66,56,843,948,6,4,6,3,6,2,,,,,3,0,Completed,"1,9","1,9","1,92","1,99","1,94",2,"1,86","1,95"
4,Melbourne,Australian Open,21/01/2020,Grand Slam,Outdoor,Hard,1st Round,5,Bedene A.,Duckworth J.,55,94,950,588,6,4,6,7,6,7,6,2,6,4,3,2,Completed,"1,72","2,1","1,71","2,28","1,8","2,29","1,7","2,16"
4,Melbourne,Australian Open,21/01/2020,Grand Slam,Outdoor,Hard,1st Round,5,Carreno Busta P.,Kovalik J.,30,139,1422,379,6,4,3,6,6,1,7,6,,,3,1,Completed,"1,11","6,5","1,13","7,2","1,13",8,"1,11","6,58"
4,Melbourne,Australian Open,21/01/2020,Grand Slam,Outdoor,Hard,1st Round,5,Nadal R.,Dellien H.,1,73,10235,743,6,2,6,3,6,0,,,,,3,0,Completed,"1,005",29,"1,01","32,09","1,02",35,"1,01","24,16"
4,Melbourne,Australian Open,21/01/2020,Grand Slam,Outdoor,Hard,1st Round,5,Ymer M.,Uchiyama Y.,78,93,709,594,6,4,6,1,6,2,,,,,3,0,Completed,"1,36","3,2","1,34","3,57","1,4","3,6","1,34","3,3"
4,Melbourne,Australian Open,21/01/2020,Grand Slam,Outdoor,Hard,1st Round,5,Mmoh M.,Andujar P.,217,63,219,867,6,1,6,4,6,4,,,,,3,0,Completed,"1,53","2,5","1,52","2,74","1,56","2,75","1,5","2,6"
4,Melbourne,Australian Open,21/01/2020,Grand Slam,Outdoor,Hard,1st Round,5,Basilashvili N.,Kwon S.W.,29,87,1485,637,6,7,6,4,7,5,3,6,6,3,3,2,Completed,"1,8",2,"2,05","1,86","2,05","2,05","1,88","1,93"
4,Melbourne,Australian Open,21/01/2020,Grand Slam,Outdoor,Hard,1st Round,5,Verdasco F.,Donskoy E.,51,106,1050,522,7,5,6,2,6,1,,,,,3,0,Completed,"1,4",3,"1,35","3,55","1,43","3,55","1,33","3,29"
4,Melbourne,Australian Open,21/01/2020,Grand Slam,Outdoor,Hard,1st Round,5,Bolt A.,Ramos-Vinolas A.,140,42,377,1130,7,6,1,6,6,7,6,1,6,4,3,2,Completed,"2,3","1,61","2,36","1,67","2,5","1,67","2,33","1,6"
4,Melbourne,Australian Open,21/01/2020,Grand Slam,Outdoor,Hard,1st Round,5,Seppi A.,Kecmanovic M.,85,54,646,959,6,4,6,4,7,6,,,,,3,0,Completed,"2,75","1,44","2,82","1,49","2,82","1,5","2,7","1,47"
4,Melbourne,Australian Open,21/01/2020,Grand Slam,Outdoor,Hard,1st Round,5,Popyrin A.,Tsonga J.W.,96,33,585,1340,6,7,6,2,6,1,,,,,2,1,Retired,"2,62","1,5","2,57","1,57","2,65","1,62","2,48","1,54"
4,Melbourne,Australian Open,21/01/2020,Grand Slam,Outdoor,Hard,1st Round,5,Rublev A.,O'Connell C.,16,115,2004,481,6,3,0,6,6,4,7,6,,,3,1,Completed,"1,06",10,"1,05","14,82","1,07",16,"1,04","11,29"
4,Melbourne,Australian Open,21/01/2020,Grand Slam,Outdoor,Hard,1st Round,5,Gojowczyk P.,Eubanks C.,120,221,463,215,7,6,6,3,4,6,6,0,,,3,1,Completed,"1,53","2,5","1,62","2,46","1,62","2,66","1,54","2,47"
4,Melbourne,Australian Open,21/01/2020,Grand Slam,Outdoor,Hard,1st Round,5,Sugita Y.,Benchetrit E.,91,231,608,205,6,2,6,0,6,3,,,,,3,0,Completed,"1,44","2,75","1,5","2,8","1,5","3,03","1,44","2,78"
4,Melbourne,Australian Open,21/01/2020,Grand Slam,Outdoor,Hard,1st Round,5,Herbert P.H.,Norrie C.,64,62,865,885,7,5,3,6,3,6,7,5,6,4,3,2,Completed,"1,66","2,2","1,64","2,42","1,78","2,45","1,63","2,29"
4,Melbourne,Australian Open,21/01/2020,Grand Slam,Outdoor,Hard,1st Round,5,Medvedev D.,Tiafoe F.,4,50,5960,1050,6,3,4,6,6,4,6,2,,,3,1,Completed,"1,07",9,"1,06","11,99","1,08",12,"1,06","9,65"
4,Melbourne,Australian Open,21/01/2020,Grand Slam,Outdoor,Hard,1st Round,5,Monfils G.,Lu Y.H.,10,N/A,2565,N/A,6,1,6,4,6,2,,,,,3,0,Completed,"1,01",21,"1,02","24,4","1,03",29,"1,02","18,31"
4,Melbourne,Australian Open,21/01/2020,Grand Slam,Outdoor,Hard,1st Round,5,Kyrgios N.,Sonego L.,26,53,1520,990,6,2,7,6,7,6,,,,,3,0,Completed,"1,12",6,"1,09",9,"1,12","9,3","1,1","7,09"
4,Melbourne,Australian Open,21/01/2020,Grand Slam,Outdoor,Hard,1st Round,5,Munar J.,Gaston H.,90,247,608,189,7,5,5,7,6,0,6,3,,,3,1,Completed,"1,3","3,5","1,3","3,89","1,32",4,"1,28","3,63"
4,Melbourne,Australian Open,21/01/2020,Grand Slam,Outdoor,Hard,1st Round,5,Fritz T.,Griekspoor T.,34,175,1335,288,6,3,6,3,6,3,,,,,3,0,Completed,"1,2","4,5","1,26","4,38","1,26",5,"1,22","4,36"
4,Melbourne,Australian Open,21/01/2020,Grand Slam,Outdoor,Hard,1st Round,5,Goffin D.,Chardy J.,11,58,2555,920,6,4,6,3,6,1,,,,,3,0,Completed,"1,2","4,5","1,24","4,6","1,24",5,"1,2","4,55"
4,Melbourne,Australian Open,21/01/2020,Grand Slam,Outdoor,Hard,1st Round,5,Delbonis F.,Sousa J.,76,59,711,891,6,3,6,4,7,6,,,,,3,0,Completed,"1,9","1,9","1,81","2,12","1,91","2,12","1,8","2,01"
4,Melbourne,Australian Open,21/01/2020,Grand Slam,Outdoor,Hard,1st Round,5,Tabilo A.,Galan D.E.,208,186,233,269,4,6,6,3,6,4,6,7,6,4,3,2,Completed,"2,5","1,53","2,66","1,54","2,66","1,56","2,54","1,52"
4,Melbourne,Australian Open,21/01/2020,Grand Slam,Outdoor,Hard,1st Round,5,Zverev A.,Cecchinato M.,7,77,3345,710,6,4,7,6,6,3,,,,,3,0,Completed,"1,08",8,"1,12","7,51","1,12","9,3","1,1","7,15"
4,Melbourne,Australian Open,21/01/2020,Grand Slam,Outdoor,Hard,1st Round,5,Isner J.,Monteiro T.,19,86,1860,640,6,7,7,6,7,6,7,6,,,3,1,Completed,"1,3","3,5","1,25","4,42","1,32","4,42","1,24","4,03"
4,Melbourne,Australian Open,21/01/2020,Grand Slam,Outdoor,Hard,1st Round,5,Martinez P.,Koepfer D.,168,89,300,609,6,3,6,4,7,5,,,,,3,0,Completed,"2,5","1,53","2,39","1,65","2,67","1,65","2,43","1,56"
4,Melbourne,Australian Open,21/01/2020,Grand Slam,Outdoor,Hard,1st Round,5,Anderson K.,Ivashka I.,122,149,445,354,6,4,2,6,4,6,6,4,7,6,3,2,Completed,"1,22","4,33","1,27","4,18","1,28","4,7","1,23","4,17"
4,Melbourne,Australian Open,21/01/2020,Grand Slam,Outdoor,Hard,1st Round,5,Karlovic I.,Pospisil V.,124,138,436,392,7,6,6,4,7,5,,,,,3,0,Completed,4,"1,25","4,07","1,28","4,33","1,29","3,93","1,25"
4,Melbourne,Australian Open,21/01/2020,Grand Slam,Outdoor,Hard,1st Round,5,Gerasimov E.,Ruud C.,98,48,575,1079,6,3,7,6,1,6,4,6,7,6,3,2,Completed,3,"1,4","3,11","1,42","3,2","1,43","3,03","1,38"
4,Melbourne,Australian Open,21/01/2020,Grand Slam,Outdoor,Hard,1st Round,5,Simon G.,Cuevas P.,61,46,890,1097,6,1,6,3,6,3,,,,,3,0,Completed,"1,44","2,75","1,4","3,2","1,46","3,24","1,38","2,99"
4,Melbourne,Australian Open,22/01/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Querrey S.,Berankis R.,45,69,1100,804,7,6,4,6,6,4,6,4,,,3,1,Completed,"1,33","3,4","1,37","3,42","1,37","3,65","1,34","3,27"
4,Melbourne,Australian Open,22/01/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Pella G.,Barrere G.,25,84,1585,649,6,1,6,4,3,6,6,3,,,3,1,Completed,"1,4",3,"1,44","3,02","1,48","3,05","1,43","2,82"
4,Melbourne,Australian Open,22/01/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Nishioka Y.,Evans D.,71,32,797,1349,6,4,6,3,6,4,,,,,3,0,Completed,"2,3","1,61","2,41","1,64","2,41","1,75","2,27","1,64"
4,Melbourne,Australian Open,22/01/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Cilic M.,Paire B.,39,21,1205,1703,6,2,6,7,3,6,6,1,7,6,3,2,Completed,"1,4",3,"1,39","3,3","1,43","3,35","1,37","3,09"
4,Melbourne,Australian Open,22/01/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Schwartzman D.,Davidovich Fokina A.,14,88,2130,627,6,1,6,4,6,2,,,,,3,0,Completed,"1,12",6,"1,17","5,84","1,2","6,55","1,15","5,47"
4,Melbourne,Australian Open,22/01/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Fucsovics M.,Sinner J.,67,82,827,671,6,4,6,4,6,3,,,,,3,0,Completed,"2,1","1,72","2,12","1,81","2,2","1,84","2,06","1,77"
4,Melbourne,Australian Open,22/01/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Djokovic N.,Ito T.,2,146,9720,362,6,1,6,4,6,2,,,,,3,0,Completed,"1,005",29,"1,005","37,07","1,01",50,"1,01","25,7"
4,Melbourne,Australian Open,22/01/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Sandgren T.,Berrettini M.,100,8,573,2870,7,6,6,4,4,6,2,6,7,5,3,2,Completed,"4,5","1,2","5,03","1,21","5,05","1,27","4,54","1,2"
4,Melbourne,Australian Open,22/01/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Tsitsipas S.,Kohlschreiber P.,6,79,5375,700,,,,,,,,,,,,,Walkover,"1,14","5,5","1,18","5,76","1,18","6,2","1,15","5,44"
4,Melbourne,Australian Open,22/01/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Paul T.,Dimitrov G.,80,20,696,1772,6,4,7,6,3,6,6,7,7,6,3,2,Completed,"3,2","1,36","3,37","1,37","3,37","1,38","3,17","1,36"
4,Melbourne,Australian Open,22/01/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Raonic M.,Garin C.,35,36,1305,1285,6,3,6,4,6,2,,,,,3,0,Completed,"1,28","3,75","1,31","3,79","1,38","3,83","1,3","3,54"
4,Melbourne,Australian Open,22/01/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Lajovic D.,Polmans M.,27,133,1516,411,6,2,6,4,6,3,,,,,3,0,Completed,"1,22","4,33","1,24","4,62","1,26","4,82","1,21","4,38"
4,Melbourne,Australian Open,22/01/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Millman J.,Hurkacz H.,47,31,1096,1398,6,4,7,5,6,3,,,,,3,0,Completed,2,"1,8","2,1","1,83","2,2","1,85","2,07","1,76"
4,Melbourne,Australian Open,22/01/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Bautista Agut R.,Mmoh M.,9,217,2630,219,5,7,6,2,6,4,6,1,,,3,1,Completed,"1,08",8,"1,09","9,17","1,11","11,3","1,08","7,88"
4,Melbourne,Australian Open,22/01/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Fognini F.,Thompson J.,12,66,2310,843,7,6,6,1,3,6,4,6,7,6,3,2,Completed,"1,66","2,2","1,74","2,22","1,75","2,5","1,67","2,2"
4,Melbourne,Australian Open,22/01/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Federer R.,Krajinovic F.,3,41,6590,1158,6,1,6,4,6,1,,,,,3,0,Completed,"1,02",17,"1,03","17,74","1,07",25,"1,03","14,08"
4,Melbourne,Australian Open,23/01/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Gulbis E.,Bedene A.,256,55,179,950,7,5,6,3,6,2,,,,,3,0,Completed,3,"1,4","3,04","1,44","3,1","1,55","2,84","1,43"
4,Melbourne,Australian Open,23/01/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Medvedev D.,Martinez P.,4,168,5960,300,7,5,6,1,6,3,,,,,3,0,Completed,"1,01",21,"1,01","27,94","1,02",35,"1,01","19,48"
4,Melbourne,Australian Open,23/01/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Thiem D.,Bolt A.,5,140,5890,377,6,2,5,7,6,7,6,1,6,2,3,2,Completed,"1,07",9,"1,11","8,18","1,11","11,5","1,07","8,43"
4,Melbourne,Australian Open,23/01/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Zverev A.,Gerasimov E.,7,98,3345,575,7,6,6,4,7,5,,,,,3,0,Completed,"1,2","4,5","1,19","5,42","1,22","5,42","1,18","4,87"
4,Melbourne,Australian Open,23/01/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Popyrin A.,Munar J.,96,90,585,608,6,2,7,6,6,2,,,,,3,0,Completed,"1,44","2,75","1,43","3,09","1,48","3,1","1,42","2,9"
4,Melbourne,Australian Open,23/01/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Monfils G.,Karlovic I.,10,124,2565,436,4,6,7,6,6,4,7,5,,,3,1,Completed,"1,28","3,75","1,29","4,04","1,3","4,25","1,26","3,84"
4,Melbourne,Australian Open,23/01/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Rublev A.,Sugita Y.,16,91,2004,608,6,2,6,3,7,6,,,,,3,0,Completed,"1,12",6,"1,14","6,9","1,14",7,"1,12","6,24"
4,Melbourne,Australian Open,23/01/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Verdasco F.,Basilashvili N.,51,29,1050,1485,4,6,7,6,6,4,6,4,,,3,1,Completed,"1,61","2,3","1,56","2,6","1,68","2,6","1,58","2,39"
4,Melbourne,Australian Open,23/01/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Isner J.,Tabilo A.,19,208,1860,233,6,4,6,3,6,2,,,,,3,0,Completed,"1,11","6,5","1,13","7,1","1,14","7,95","1,11","6,52"
4,Melbourne,Australian Open,23/01/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Goffin D.,Herbert P.H.,11,64,2555,865,6,1,6,4,4,6,1,6,6,3,3,2,Completed,"1,14","5,5","1,15","6,61","1,16",7,"1,13","5,92"
4,Melbourne,Australian Open,23/01/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Khachanov K.,Ymer M.,17,78,1995,709,6,2,2,6,6,4,3,6,7,6,3,2,Completed,"1,36","3,2","1,42","3,14","1,44","3,3","1,38","3,03"
4,Melbourne,Australian Open,23/01/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Carreno Busta P.,Gojowczyk P.,30,120,1422,463,6,4,6,1,1,6,6,4,,,3,1,Completed,"1,22","4,33","1,24","4,55","1,29","4,55","1,23","4,19"
4,Melbourne,Australian Open,23/01/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Kyrgios N.,Simon G.,26,61,1520,890,6,2,6,4,4,6,7,5,,,3,1,Completed,"1,2","4,5","1,21","5,02","1,22","5,5","1,19","4,71"
4,Melbourne,Australian Open,23/01/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Wawrinka S.,Seppi A.,15,85,2045,646,4,6,7,5,6,3,3,6,6,4,3,2,Completed,"1,22","4,33","1,21","5,09","1,24","5,09","1,21","4,48"
4,Melbourne,Australian Open,23/01/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Fritz T.,Anderson K.,34,122,1335,445,4,6,6,7,7,6,6,2,6,2,3,2,Completed,"1,8",2,"1,86","2,05","1,86","2,15","1,8","2,02"
4,Melbourne,Australian Open,23/01/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Nadal R.,Delbonis F.,1,76,10235,711,6,3,7,6,6,1,,,,,3,0,Completed,29,"0,967","1,01","29,89","1,02",35,"1,01","21,52"
4,Melbourne,Australian Open,24/01/2020,Grand Slam,Outdoor,Hard,3rd Round,5,Schwartzman D.,Lajovic D.,14,27,2130,1516,6,2,6,3,7,6,,,,,3,0,Completed,"1,36","3,2","1,37","3,39","1,44","3,54","1,36","3,16"
4,Melbourne,Australian Open,24/01/2020,Grand Slam,Outdoor,Hard,3rd Round,5,Fucsovics M.,Paul T.,67,80,827,696,6,1,6,1,6,4,,,,,3,0,Completed,"1,72","2,1","1,78","2,17","1,78","2,2","1,73","2,12"
4,Melbourne,Australian Open,24/01/2020,Grand Slam,Outdoor,Hard,3rd Round,5,Cilic M.,Bautista Agut R.,39,9,1205,2630,6,7,6,4,6,0,5,7,6,3,3,2,Completed,"3,2","1,36","3,56","1,34","3,56","1,4","3,28","1,34"
4,Melbourne,Australian Open,24/01/2020,Grand Slam,Outdoor,Hard,3rd Round,5,Djokovic N.,Nishioka Y.,2,71,9720,797,6,3,6,2,6,2,,,,,3,0,Completed,"1,01",23,"1,01","27,33","1,02",35,"1,01","19,65"
4,Melbourne,Australian Open,24/01/2020,Grand Slam,Outdoor,Hard,3rd Round,5,Sandgren T.,Querrey S.,100,45,573,1100,6,4,6,4,6,4,,,,,3,0,Completed,"2,37","1,57","2,77","1,51","2,77","1,62","2,47","1,55"
4,Melbourne,Australian Open,24/01/2020,Grand Slam,Outdoor,Hard,3rd Round,5,Raonic M.,Tsitsipas S.,35,6,1305,5375,7,5,6,4,7,6,,,,,3,0,Completed,"3,2","1,36","3,22","1,4","3,36","1,4","3,16","1,36"
4,Melbourne,Australian Open,24/01/2020,Grand Slam,Outdoor,Hard,3rd Round,5,Fognini F.,Pella G.,12,25,2310,1585,7,6,6,2,6,3,,,,,3,0,Completed,"2,1","1,72","2,13","1,8","2,28","1,8","2,13","1,72"
4,Melbourne,Australian Open,24/01/2020,Grand Slam,Outdoor,Hard,3rd Round,5,Federer R.,Millman J.,3,47,6590,1096,4,6,7,6,6,4,4,6,7,6,3,2,Completed,"1,04",13,"1,07","11,39","1,07",13,"1,05","10,53"
4,Melbourne,Australian Open,25/01/2020,Grand Slam,Outdoor,Hard,3rd Round,5,Monfils G.,Gulbis E.,10,256,2565,179,7,6,6,4,6,3,,,,,3,0,Completed,"1,53","2,5","1,44","3,01","1,56","3,03","1,48","2,67"
4,Melbourne,Australian Open,25/01/2020,Grand Slam,Outdoor,Hard,3rd Round,5,Thiem D.,Fritz T.,5,34,5890,1335,6,2,6,4,6,7,6,4,,,3,1,Completed,"1,4",3,"1,39","3,27","1,43","3,27","1,39","2,98"
4,Melbourne,Australian Open,25/01/2020,Grand Slam,Outdoor,Hard,3rd Round,5,Rublev A.,Goffin D.,16,11,2004,2555,2,6,7,6,6,4,7,6,,,3,1,Completed,"1,5","2,62","1,47","2,91","1,55","2,91","1,46","2,73"
4,Melbourne,Australian Open,25/01/2020,Grand Slam,Outdoor,Hard,3rd Round,5,Nadal R.,Carreno Busta P.,1,30,10235,1422,6,1,6,2,6,4,,,,,3,0,Completed,"1,03",15,"1,05","14,64","1,05",20,"1,02","14,33"
4,Melbourne,Australian Open,25/01/2020,Grand Slam,Outdoor,Hard,3rd Round,5,Wawrinka S.,Isner J.,15,19,2045,1860,6,4,4,1,,,,,,,1,0,Retired,"1,66","2,2","1,61","2,49","1,75","2,49","1,64","2,26"
4,Melbourne,Australian Open,25/01/2020,Grand Slam,Outdoor,Hard,3rd Round,5,Kyrgios N.,Khachanov K.,26,17,1520,1995,6,2,7,6,6,7,6,7,7,6,3,2,Completed,"1,36","3,2","1,4","3,23","1,41","3,36","1,37","3,11"
4,Melbourne,Australian Open,25/01/2020,Grand Slam,Outdoor,Hard,3rd Round,5,Zverev A.,Verdasco F.,7,51,3345,1050,6,2,6,2,6,4,,,,,3,0,Completed,"1,44","2,75","1,43","3,07","1,46","3,07","1,42","2,86"
4,Melbourne,Australian Open,25/01/2020,Grand Slam,Outdoor,Hard,3rd Round,5,Medvedev D.,Popyrin A.,4,96,5960,585,6,4,6,3,6,2,,,,,3,0,Completed,"1,1",7,"1,11","8,13","1,12","8,55","1,1","7,21"
4,Melbourne,Australian Open,26/01/2020,Grand Slam,Outdoor,Hard,4th Round,5,Raonic M.,Cilic M.,35,39,1305,1205,6,4,6,3,7,5,,,,,3,0,Completed,"1,53","2,5","1,56","2,64","1,58","2,66","1,52","2,53"
4,Melbourne,Australian Open,26/01/2020,Grand Slam,Outdoor,Hard,4th Round,5,Djokovic N.,Schwartzman D.,2,14,9720,2130,6,3,6,4,6,4,,,,,3,0,Completed,"1,04",13,"1,05","14,57","1,06","14,57","1,04","11,88"
4,Melbourne,Australian Open,26/01/2020,Grand Slam,Outdoor,Hard,4th Round,5,Sandgren T.,Fognini F.,100,12,573,2310,7,6,7,5,6,7,6,4,,,3,1,Completed,"2,37","1,57","2,49","1,62","2,5","1,63","2,38","1,59"
4,Melbourne,Australian Open,26/01/2020,Grand Slam,Outdoor,Hard,4th Round,5,Federer R.,Fucsovics M.,3,67,6590,827,4,6,6,1,6,2,6,2,,,3,1,Completed,"1,14","5,5","1,16","6,35","1,2","6,35","1,15","5,53"
4,Melbourne,Australian Open,27/01/2020,Grand Slam,Outdoor,Hard,4th Round,5,Thiem D.,Monfils G.,5,10,5890,2565,6,2,6,4,6,4,,,,,3,0,Completed,"1,3","3,5","1,34","3,64","1,36","3,7","1,32","3,38"
4,Melbourne,Australian Open,27/01/2020,Grand Slam,Outdoor,Hard,4th Round,5,Wawrinka S.,Medvedev D.,15,4,2045,5960,6,2,2,6,4,6,7,6,6,2,3,2,Completed,"3,75","1,28","4,03","1,3","4,03","1,32","3,79","1,27"
4,Melbourne,Australian Open,27/01/2020,Grand Slam,Outdoor,Hard,4th Round,5,Nadal R.,Kyrgios N.,1,26,10235,1520,6,3,3,6,7,6,7,6,,,3,1,Completed,"1,16",5,"1,18","5,84","1,2","6,15","1,15","5,38"
4,Melbourne,Australian Open,27/01/2020,Grand Slam,Outdoor,Hard,4th Round,5,Zverev A.,Rublev A.,7,16,3345,2004,6,4,6,4,6,4,,,,,3,0,Completed,2,"1,8","2,16","1,79","2,16","1,91","2,02","1,81"
4,Melbourne,Australian Open,28/01/2020,Grand Slam,Outdoor,Hard,Quarterfinals,5,Federer R.,Sandgren T.,3,100,6590,573,6,3,2,6,2,6,7,6,6,3,3,2,Completed,"1,08",8,"1,11","8,71","1,12","9,3","1,08","7,94"
4,Melbourne,Australian Open,28/01/2020,Grand Slam,Outdoor,Hard,Quarterfinals,5,Djokovic N.,Raonic M.,2,35,9720,1305,6,4,6,3,7,6,,,,,3,0,Completed,"1,12",6,"1,13","7,35","1,16","7,35","1,12","6,28"
