ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
4,Melbourne,Australian Open,29/01/2020,Grand Slam,Outdoor,Hard,Quarterfinals,5,Zverev A.,Wawrinka S.,7,15,3345,2045,1,6,6,3,6,4,6,2,,,3,1,Completed,"1,66","2,2","1,7","2,31","1,72","2,33","1,68","2,21"
4,Melbourne,Australian Open,29/01/2020,Grand Slam,Outdoor,Hard,Quarterfinals,5,Thiem D.,Nadal R.,5,1,5890,10235,7,6,7,6,4,6,7,6,,,3,1,Completed,"3,2","1,36","3,73","1,33","3,73","1,37","3,42","1,32"
4,Melbourne,Australian Open,30/01/2020,Grand Slam,Outdoor,Hard,Semifinals,5,Djokovic N.,Federer R.,2,3,9720,6590,7,6,6,4,6,3,,,,,3,0,Completed,"1,11","6,5","1,14","6,84","1,15","7,1","1,13","6,25"
4,Melbourne,Australian Open,31/01/2020,Grand Slam,Outdoor,Hard,Semifinals,5,Thiem D.,Zverev A.,5,7,5890,3345,3,6,6,4,7,6,7,6,,,3,1,Completed,"1,5","2,62","1,53","2,73","1,54","2,92","1,48","2,69"
4,Melbourne,Australian Open,02/02/2020,Grand Slam,Outdoor,Hard,The Final,5,Djokovic N.,Thiem D.,2,5,9720,5890,6,4,4,6,2,6,6,3,6,4,2,1,Completed,"1,25",4,"1,27","4,27","1,33","4,27","1,27","3,89"
5,Cordoba,Cordoba Open,03/02/2020,ATP250,Outdoor,Clay,1st Round,3,Balazs A.,Sonego L.,108,52,505,980,6,2,7,6,,,,,,,2,0,Completed,"2,5","1,5","2,41","1,63","2,84","1,63","2,45","1,54"
5,Cordoba,Cordoba Open,03/02/2020,ATP250,Outdoor,Clay,1st Round,3,Mager G.,Ficovich J.P.,133,244,401,196,6,2,3,6,6,2,,,,,2,1,Completed,"1,83","1,83","1,94","1,94",2,2,"1,87","1,91"
5,Cordoba,Cordoba Open,03/02/2020,ATP250,Outdoor,Clay,1st Round,3,Cuevas P.,Delbonis F.,48,74,1062,746,7,5,6,2,,,,,,,2,0,Completed,"2,1","1,66","2,44","1,61","2,45","1,72","2,25","1,63"
5,Cordoba,Cordoba Open,04/02/2020,ATP250,Outdoor,Clay,1st Round,3,Taberner C.,Verdasco F.,198,49,252,1050,4,6,6,1,6,4,,,,,2,1,Completed,"2,5","1,5","2,97","1,44",3,"1,55","2,7","1,46"
5,Cordoba,Cordoba Open,04/02/2020,ATP250,Outdoor,Clay,1st Round,3,Martin A.,Coria F.,100,116,551,466,7,6,6,4,,,,,,,2,0,Completed,"1,8","1,9","1,83","2,07","1,99","2,07","1,83","1,95"
5,Cordoba,Cordoba Open,04/02/2020,ATP250,Outdoor,Clay,1st Round,3,Martinez P.,Gaio F.,150,124,347,422,4,6,6,3,6,4,,,,,2,1,Completed,,,,,"1,76","2,08","1,76","2,08"
5,Cordoba,Cordoba Open,04/02/2020,ATP250,Outdoor,Clay,1st Round,3,Ramos-Vinolas A.,Bagnis F.,42,135,1130,392,6,4,7,6,,,,,,,2,0,Completed,"1,5","2,5","1,61","2,44","1,62","2,75","1,54","2,45"
5,Cordoba,Cordoba Open,04/02/2020,ATP250,Outdoor,Clay,1st Round,3,Andujar P.,Horansky F.,63,173,867,300,6,2,6,2,,,,,,,2,0,Completed,,,,,"1,2","6,4","1,16","5,37"
5,Cordoba,Cordoba Open,04/02/2020,ATP250,Outdoor,Clay,1st Round,3,Moutet C.,Monteiro T.,71,89,777,634,6,4,6,3,,,,,,,2,0,Completed,2,"1,72","2,27","1,7","2,3","1,95","2,02","1,77"
5,Cordoba,Cordoba Open,04/02/2020,ATP250,Outdoor,Clay,1st Round,3,Cachin P.,Dellien H.,354,77,104,738,6,1,6,1,,,,,,,2,0,Completed,"3,25","1,33","3,13","1,41","3,25","1,5","2,86","1,41"
5,Cordoba,Cordoba Open,04/02/2020,ATP250,Outdoor,Clay,1st Round,3,Londero J.I.,Cecchinato M.,50,72,1012,758,6,2,7,5,,,,,,,2,0,Completed,"1,57","2,25","1,65","2,36","1,72","2,38","1,63","2,24"
5,Cordoba,Cordoba Open,05/02/2020,ATP250,Outdoor,Clay,1st Round,3,Munar J.,Mayer L.,87,103,643,529,6,4,6,3,,,,,,,2,0,Completed,"1,8","1,9","1,74","2,2","1,85","2,2","1,77","2,03"
5,Cordoba,Cordoba Open,05/02/2020,ATP250,Outdoor,Clay,2nd Round,3,Martin A.,Taberner C.,100,198,551,252,6,3,7,6,,,,,,,2,0,Completed,2,"1,72","2,16","1,78","2,21","1,92","1,99","1,8"
5,Cordoba,Cordoba Open,05/02/2020,ATP250,Outdoor,Clay,2nd Round,3,Cuevas P.,Mager G.,48,133,1062,401,6,7,7,6,6,1,,,,,2,1,Completed,"1,4","2,75","1,47","2,93","1,48","3,22","1,41","2,88"
5,Cordoba,Cordoba Open,05/02/2020,ATP250,Outdoor,Clay,2nd Round,3,Moutet C.,Pella G.,71,22,777,1665,6,7,7,5,6,3,,,,,2,1,Completed,"2,1","1,66","2,69","1,53","2,8","1,69","2,52","1,52"
5,Cordoba,Cordoba Open,06/02/2020,ATP250,Outdoor,Clay,2nd Round,3,Garin C.,Balazs A.,31,108,1320,505,6,3,6,0,,,,,,,2,0,Completed,"1,44","2,62","1,43","3,06","1,49","3,06","1,44","2,75"
5,Cordoba,Cordoba Open,06/02/2020,ATP250,Outdoor,Clay,2nd Round,3,Djere L.,Martinez P.,39,150,1185,347,6,3,6,4,,,,,,,2,0,Completed,"1,57","2,25","1,71","2,27","1,71","2,56","1,65","2,2"
5,Cordoba,Cordoba Open,06/02/2020,ATP250,Outdoor,Clay,2nd Round,3,Ramos-Vinolas A.,Andujar P.,42,63,1130,867,6,3,6,7,6,4,,,,,2,1,Completed,"1,72",2,"1,83","2,09","1,87","2,33","1,73","2,07"
5,Cordoba,Cordoba Open,07/02/2020,ATP250,Outdoor,Clay,2nd Round,3,Londero J.I.,Cachin P.,50,354,1012,104,6,3,6,3,,,,,,,2,0,Completed,"1,22",4,"1,26","4,34","1,29","4,4","1,23","4,01"
5,Cordoba,Cordoba Open,07/02/2020,ATP250,Outdoor,Clay,2nd Round,3,Schwartzman D.,Munar J.,14,87,2220,643,6,1,7,5,,,,,,,2,0,Completed,"1,28","3,5","1,31","3,81","1,31","3,9","1,27","3,65"
5,Cordoba,Cordoba Open,07/02/2020,ATP250,Outdoor,Clay,Quarterfinals,3,Martin A.,Moutet C.,100,71,551,777,6,3,6,2,,,,,,,2,0,Completed,"2,37","1,57","2,37","1,67","2,55","1,67","2,36","1,58"
5,Cordoba,Cordoba Open,07/02/2020,ATP250,Outdoor,Clay,Quarterfinals,3,Garin C.,Cuevas P.,31,48,1320,1062,1,6,6,3,6,4,,,,,2,1,Completed,"1,53","2,5","1,57","2,6","1,58","2,75","1,52","2,52"
5,Cordoba,Cordoba Open,07/02/2020,ATP250,Outdoor,Clay,Quarterfinals,3,Schwartzman D.,Ramos-Vinolas A.,14,42,2220,1130,6,0,7,6,,,,,,,2,0,Completed,"1,25",4,"1,2","5,32","1,28","5,32","1,23","4,07"
5,Cordoba,Cordoba Open,08/02/2020,ATP250,Outdoor,Clay,Quarterfinals,3,Djere L.,Londero J.I.,39,50,1185,1012,6,7,6,3,7,6,,,,,2,1,Completed,"2,2","1,66","2,33","1,69","2,35","1,73","2,19","1,66"
5,Cordoba,Cordoba Open,08/02/2020,ATP250,Outdoor,Clay,Semifinals,3,Garin C.,Martin A.,31,100,1320,551,2,6,6,2,6,2,,,,,2,1,Completed,"1,5","2,62","1,61","2,52","1,61","2,88","1,49","2,6"
5,Cordoba,Cordoba Open,09/02/2020,ATP250,Outdoor,Clay,Semifinals,3,Schwartzman D.,Djere L.,14,39,2220,1185,6,1,1,6,6,2,,,,,2,1,Completed,"1,16",5,"1,18","5,78","1,22","5,78","1,17","4,92"
5,Cordoba,Cordoba Open,09/02/2020,ATP250,Outdoor,Clay,The Final,3,Garin C.,Schwartzman D.,31,14,1320,2220,2,6,6,4,6,0,,,,,2,1,Completed,3,"1,4","3,28","1,4","3,28","1,44","3,02","1,38"
6,Montpellier,Open Sud de France,03/02/2020,ATP250,Indoor,Hard,1st Round,3,Pospisil V.,Bedene A.,132,51,402,985,6,3,6,4,,,,,,,2,0,Completed,"1,8","1,9","1,78","2,15","1,94","2,15","1,77","2,02"
6,Montpellier,Open Sud de France,03/02/2020,ATP250,Indoor,Hard,1st Round,3,Barrere G.,Sousa J.,91,69,612,811,6,2,7,6,,,,,,,2,0,Completed,"1,57","2,25","1,66","2,34","1,7","2,38","1,63","2,25"
6,Montpellier,Open Sud de France,03/02/2020,ATP250,Indoor,Hard,1st Round,3,Gombos N.,Carreno Busta P.,104,29,527,1332,3,6,6,4,6,3,,,,,2,1,Completed,"2,62","1,44","2,85","1,47","2,97","1,53","2,65","1,47"
6,Montpellier,Open Sud de France,04/02/2020,ATP250,Indoor,Hard,1st Round,3,Bublik A.,Laaksonen H.,54,112,952,480,6,7,6,1,7,6,,,,,2,1,Completed,"1,4","2,75","1,42","3,07","1,44","3,3","1,39","2,94"
6,Montpellier,Open Sud de France,04/02/2020,ATP250,Indoor,Hard,1st Round,3,Ymer M.,Sinner J.,76,78,739,710,6,3,6,4,,,,,,,2,0,Completed,"2,2","1,61","2,18","1,75","2,3","1,75","2,15","1,68"
6,Montpellier,Open Sud de France,04/02/2020,ATP250,Indoor,Hard,1st Round,3,Ruusuvuori E.,Novak D.,101,93,540,609,7,6,4,6,6,2,,,,,2,1,Completed,"1,66","2,1","1,65","2,37","1,72","2,45","1,63","2,24"
6,Montpellier,Open Sud de France,04/02/2020,ATP250,Indoor,Hard,1st Round,3,Krajinovic F.,Couacaud E.,44,214,1113,221,6,4,6,4,,,,,,,2,0,Completed,"1,36",3,"1,48","2,82","1,48","3,4","1,41","2,87"
6,Montpellier,Open Sud de France,04/02/2020,ATP250,Indoor,Hard,1st Round,3,Herbert P.H.,Stakhovsky S.,67,153,820,342,6,2,7,5,,,,,,,2,0,Completed,"1,36",3,"1,35","3,47","1,39","3,6","1,33","3,22"
6,Montpellier,Open Sud de France,04/02/2020,ATP250,Indoor,Hard,1st Round,3,Auger-Aliassime F.,Dzumhur D.,21,97,1666,594,6,7,6,2,6,2,,,,,2,1,Completed,"1,53","2,37","1,57","2,55","1,59","2,6","1,55","2,42"
6,Montpellier,Open Sud de France,05/02/2020,ATP250,Indoor,Hard,1st Round,3,Mannarino A.,Popyrin A.,45,99,1111,585,6,0,6,7,6,0,,,,,2,1,Completed,"1,72",2,"1,75","2,19","1,83","2,2","1,73","2,08"
6,Montpellier,Open Sud de France,05/02/2020,ATP250,Indoor,Hard,1st Round,3,Lopez F.,Humbert U.,55,43,933,1121,6,4,6,1,,,,,,,2,0,Completed,"2,62","1,44","2,83","1,48","3,1","1,5","2,72","1,44"
6,Montpellier,Open Sud de France,05/02/2020,ATP250,Indoor,Hard,1st Round,3,Gasquet R.,Simon G.,58,59,890,890,6,4,6,4,,,,,,,2,0,Completed,3,"1,36",3,"1,44","3,1","1,46","2,85","1,41"
6,Montpellier,Open Sud de France,05/02/2020,ATP250,Indoor,Hard,2nd Round,3,Barrere G.,Dimitrov G.,91,23,612,1637,6,7,6,4,7,5,,,,,2,1,Completed,"2,62","1,44","2,98","1,45","3,2","1,51","2,77","1,43"
6,Montpellier,Open Sud de France,05/02/2020,ATP250,Indoor,Hard,2nd Round,3,Pospisil V.,Shapovalov D.,132,16,402,2120,6,2,6,3,,,,,,,2,0,Completed,"2,62","1,44","2,85","1,48","2,89","1,55","2,6","1,48"
6,Montpellier,Open Sud de France,06/02/2020,ATP250,Indoor,Hard,2nd Round,3,Krajinovic F.,Ymer M.,44,76,1113,739,6,1,6,1,,,,,,,2,0,Completed,"1,72",2,"1,83","2,09","1,85","2,1","1,78","2,01"
6,Montpellier,Open Sud de France,06/02/2020,ATP250,Indoor,Hard,2nd Round,3,Goffin D.,Bublik A.,10,54,2555,952,6,3,7,6,,,,,,,2,0,Completed,"1,33","3,25","1,36","3,45","1,4","4,1","1,34","3,17"
6,Montpellier,Open Sud de France,06/02/2020,ATP250,Indoor,Hard,2nd Round,3,Gasquet R.,Lopez F.,58,55,890,933,6,7,6,4,6,2,,,,,2,1,Completed,"1,9","1,8","1,85","2,06","1,98","2,1","1,86","1,92"
6,Montpellier,Open Sud de France,06/02/2020,ATP250,Indoor,Hard,2nd Round,3,Gombos N.,Ruusuvuori E.,104,101,527,540,7,5,6,4,,,,,,,2,0,Completed,"2,2","1,61","2,41","1,64","2,46","1,67","2,3","1,6"
6,Montpellier,Open Sud de France,06/02/2020,ATP250,Indoor,Hard,2nd Round,3,Herbert P.H.,Auger-Aliassime F.,67,21,820,1666,7,6,7,5,,,,,,,2,0,Completed,"2,25","1,57","2,2","1,75","2,56","1,77","2,17","1,67"
6,Montpellier,Open Sud de France,06/02/2020,ATP250,Indoor,Hard,2nd Round,3,Monfils G.,Mannarino A.,9,45,2700,1111,4,6,6,1,6,4,,,,,2,1,Completed,"1,57","2,25","1,6","2,51","1,65","2,56","1,57","2,37"
6,Montpellier,Open Sud de France,07/02/2020,ATP250,Indoor,Hard,Quarterfinals,3,Krajinovic F.,Barrere G.,44,91,1113,612,6,2,7,5,,,,,,,2,0,Completed,"1,53","2,5","1,62","2,49","1,62","2,65","1,53","2,48"
6,Montpellier,Open Sud de France,07/02/2020,ATP250,Indoor,Hard,Quarterfinals,3,Pospisil V.,Gasquet R.,132,58,402,890,6,1,1,0,,,,,,,1,0,Retired,"1,5","2,62","1,48","2,9","1,54","2,93","1,46","2,68"
6,Montpellier,Open Sud de France,07/02/2020,ATP250,Indoor,Hard,Quarterfinals,3,Monfils G.,Gombos N.,9,104,2700,527,6,3,6,4,,,,,,,2,0,Completed,"1,28","3,75","1,33","3,73","1,33","3,8","1,28","3,58"
6,Montpellier,Open Sud de France,07/02/2020,ATP250,Indoor,Hard,Quarterfinals,3,Goffin D.,Herbert P.H.,10,67,2555,820,6,4,7,6,,,,,,,2,0,Completed,"1,5","2,62","1,61","2,52","1,61","2,72","1,49","2,59"
6,Montpellier,Open Sud de France,08/02/2020,ATP250,Indoor,Hard,Semifinals,3,Monfils G.,Krajinovic F.,9,44,2700,1113,7,6,6,2,,,,,,,2,0,Completed,"1,72","2,1","1,71","2,3","1,75","2,5","1,69","2,14"
6,Montpellier,Open Sud de France,08/02/2020,ATP250,Indoor,Hard,Semifinals,3,Pospisil V.,Goffin D.,132,10,402,2555,6,3,1,6,7,5,,,,,2,1,Completed,"2,5","1,53","2,65","1,56","2,82","1,57","2,5","1,52"
7,Montpellier,Open Sud de France,09/02/2020,ATP250,Indoor,Hard,The Final,3,Monfils G.,Pospisil V.,9,132,2700,402,7,5,6,3,,,,,,,2,0,Completed,"1,44","2,75","1,49","2,89","1,54","2,9","1,45","2,72"
7,Pune,Maharashtra Open,03/02/2020,ATP250,Outdoor,Hard,1st Round,3,Stebe C.M.,Karlovic I.,149,121,350,436,6,3,6,4,,,,,,,2,0,Completed,"2,1","1,66","2,3","1,68","2,38","1,73","2,19","1,67"
7,Pune,Maharashtra Open,03/02/2020,ATP250,Outdoor,Hard,1st Round,3,Sugita Y.,Fabbiano T.,86,134,645,394,6,3,6,0,,,,,,,2,0,Completed,"1,4","2,75","1,45","2,95","1,45","3,25","1,4","2,9"
7,Pune,Maharashtra Open,03/02/2020,ATP250,Outdoor,Hard,1st Round,3,Troicki V.,Nagal S.,191,125,263,416,6,2,6,7,6,1,,,,,2,1,Completed,"1,4","2,75","1,47","2,85","1,48","2,93","1,43","2,78"
7,Pune,Maharashtra Open,03/02/2020,ATP250,Outdoor,Hard,1st Round,3,Caruso S.,Ramanathan R.,98,182,588,280,3,6,6,4,7,5,,,,,2,1,Completed,"1,83","1,83","2,02","1,88","2,02","2,05","1,84","1,94"
7,Pune,Maharashtra Open,04/02/2020,ATP250,Outdoor,Hard,1st Round,3,Duckworth J.,Gojowczyk P.,96,106,598,523,7,6,6,4,,,,,,,2,0,Completed,"1,72",2,"1,8","2,11","1,91","2,2","1,74","2,07"
7,Pune,Maharashtra Open,04/02/2020,ATP250,Outdoor,Hard,1st Round,3,Gerasimov E.,Lorenzi P.,90,115,620,472,6,2,6,3,,,,,,,2,0,Completed,"1,33","3,25","1,41","3,14","1,41","3,45","1,34","3,17"
7,Pune,Maharashtra Open,04/02/2020,ATP250,Outdoor,Hard,1st Round,3,Marcora R.,Rosol L.,174,176,297,292,6,3,6,2,,,,,,,2,0,Completed,"2,37","1,53","2,3","1,68","2,57","1,68","2,32","1,6"
7,Pune,Maharashtra Open,04/02/2020,ATP250,Outdoor,Hard,1st Round,3,Milojevic N.,Hoang A.,148,126,357,415,7,6,6,4,,,,,,,2,0,Completed,"1,57","2,25","1,71","2,24","1,8","2,33","1,66","2,19"
7,Pune,Maharashtra Open,04/02/2020,ATP250,Outdoor,Hard,1st Round,3,Ivashka I.,Donskoy E.,152,109,344,503,6,3,6,2,,,,,,,2,0,Completed,"1,53","2,37","1,58","2,53","1,67","2,53","1,57","2,37"
7,Pune,Maharashtra Open,04/02/2020,ATP250,Outdoor,Hard,1st Round,3,Vesely J.,Kadhe A.,107,612,520,36,6,2,6,4,,,,,,,2,0,Completed,"1,08",8,"1,1","8,4","1,11",9,"1,08","7,68"
7,Pune,Maharashtra Open,04/02/2020,ATP250,Outdoor,Hard,1st Round,3,Gunneswaran P.,Maden Y.,122,131,433,404,7,6,7,6,,,,,,,2,0,Completed,"1,57","2,25","1,64","2,38","1,67","2,38","1,61","2,29"
7,Pune,Maharashtra Open,05/02/2020,ATP250,Outdoor,Hard,1st Round,3,Daniel T.,Mukund S.,102,263,536,168,6,2,7,6,,,,,,,2,0,Completed,"1,36",3,"1,4","3,18","1,43","3,3","1,37","3,05"
7,Pune,Maharashtra Open,05/02/2020,ATP250,Outdoor,Hard,2nd Round,3,Vesely J.,Caruso S.,107,98,520,588,7,6,6,4,,,,,,,2,0,Completed,"1,61","2,2","1,71","2,27","1,74","2,33","1,67","2,18"
7,Pune,Maharashtra Open,05/02/2020,ATP250,Outdoor,Hard,2nd Round,3,Berankis R.,Stebe C.M.,73,149,751,350,7,6,6,1,,,,,,,2,0,Completed,"1,83","1,83","1,83","2,09","1,91","2,09","1,83","1,95"
7,Pune,Maharashtra Open,05/02/2020,ATP250,Outdoor,Hard,2nd Round,3,Sugita Y.,Troicki V.,86,191,645,263,,,,,,,,,,,,,Walkover,"1,53","2,37","1,59","2,52","1,63","2,55","1,56","2,39"
7,Pune,Maharashtra Open,05/02/2020,ATP250,Outdoor,Hard,2nd Round,3,Ivashka I.,Travaglia S.,152,82,344,670,7,6,7,6,,,,,,,2,0,Completed,"1,61","2,2","1,63","2,44","1,67","2,44","1,63","2,26"
7,Pune,Maharashtra Open,06/02/2020,ATP250,Outdoor,Hard,2nd Round,3,Duckworth J.,Daniel T.,96,102,598,536,6,7,7,6,6,3,,,,,2,1,Completed,"1,61","2,2","1,7","2,29","1,71","2,46","1,63","2,25"
7,Pune,Maharashtra Open,06/02/2020,ATP250,Outdoor,Hard,2nd Round,3,Gerasimov E.,Milojevic N.,90,148,620,357,2,6,6,3,6,2,,,,,2,1,Completed,"1,53","2,37","1,63","2,44","1,63","2,55","1,55","2,42"
7,Pune,Maharashtra Open,06/02/2020,ATP250,Outdoor,Hard,2nd Round,3,Kwon S.W.,Gunneswaran P.,88,122,637,433,6,3,7,6,,,,,,,2,0,Completed,"1,72",2,"1,72","2,26","1,8","2,26","1,7","2,13"
7,Pune,Maharashtra Open,06/02/2020,ATP250,Outdoor,Hard,2nd Round,3,Marcora R.,Paire B.,174,19,297,1738,6,4,6,4,,,,,,,2,0,Completed,3,"1,36","3,51","1,35","3,51","1,41","3,14","1,35"
7,Pune,Maharashtra Open,07/02/2020,ATP250,Outdoor,Hard,Quarterfinals,3,Vesely J.,Ivashka I.,107,152,520,344,2,6,6,1,7,6,,,,,2,1,Completed,"2,2","1,66","2,21","1,76","2,3","1,76","2,18","1,67"
7,Pune,Maharashtra Open,07/02/2020,ATP250,Outdoor,Hard,Quarterfinals,3,Berankis R.,Sugita Y.,73,86,751,645,4,6,7,6,6,2,,,,,2,1,Completed,"1,8",2,"1,77","2,2","1,83","2,2","1,76","2,05"
7,Pune,Maharashtra Open,07/02/2020,ATP250,Outdoor,Hard,Quarterfinals,3,Duckworth J.,Marcora R.,96,174,598,297,6,3,7,6,,,,,,,2,0,Completed,"1,53","2,5","1,65","2,41","1,7","2,5","1,6","2,33"
7,Pune,Maharashtra Open,07/02/2020,ATP250,Outdoor,Hard,Quarterfinals,3,Gerasimov E.,Kwon S.W.,90,88,620,637,4,6,7,6,6,4,,,,,2,1,Completed,"1,9","1,9","2,02","1,9","2,02","1,91","1,94","1,86"
7,Pune,Maharashtra Open,08/02/2020,ATP250,Outdoor,Hard,Semifinals,3,Vesely J.,Berankis R.,107,73,520,751,6,7,7,6,7,6,,,,,2,1,Completed,2,"1,8","2,02","1,91","2,1","1,91","1,99","1,81"
7,Pune,Maharashtra Open,08/02/2020,ATP250,Outdoor,Hard,Semifinals,3,Gerasimov E.,Duckworth J.,90,96,620,598,7,6,6,4,,,,,,,2,0,Completed,"1,66","2,2","1,75","2,23","1,78","2,3","1,68","2,16"
7,Pune,Maharashtra Open,09/02/2020,ATP250,Outdoor,Hard,The Final,3,Vesely J.,Gerasimov E.,107,90,520,620,7,6,5,7,6,3,,,,,2,1,Completed,"2,37","1,57","2,51","1,61","2,55","1,64","2,37","1,57"
8,Buenos Aires,Argentina Open,10/02/2020,ATP250,Outdoor,Clay,1st Round,3,Monteiro T.,Munar J.,92,95,634,618,6,3,6,3,,,,,,,2,0,Completed,"1,9","1,8","1,93","1,96",2,2,"1,89","1,89"
8,Buenos Aires,Argentina Open,10/02/2020,ATP250,Outdoor,Clay,1st Round,3,Ruud C.,Andujar P.,45,58,1079,887,6,2,6,3,,,,,,,2,0,Completed,"1,61","2,2","1,74","2,2","1,8","2,27","1,69","2,15"
8,Buenos Aires,Argentina Open,10/02/2020,ATP250,Outdoor,Clay,1st Round,3,Cuevas P.,Sonego L.,48,49,1017,980,6,4,6,4,,,,,,,2,0,Completed,"1,53","2,37","1,61","2,44","1,62","2,55","1,57","2,39"
8,Buenos Aires,Argentina Open,11/02/2020,ATP250,Outdoor,Clay,1st Round,3,Delbonis F.,Dellien H.,87,77,666,738,1,6,6,3,7,5,,,,,2,1,Completed,"1,36",3,"1,43","3,04","1,44","3,2","1,39","2,93"
8,Buenos Aires,Argentina Open,11/02/2020,ATP250,Outdoor,Clay,1st Round,3,Carballes Baena R.,Cecchinato M.,88,73,664,758,6,4,7,6,,,,,,,2,0,Completed,3,"1,36","3,23","1,39","3,28","1,47","2,92","1,4"
8,Buenos Aires,Argentina Open,11/02/2020,ATP250,Outdoor,Clay,1st Round,3,Bagnis F.,Martin A.,134,93,392,629,6,4,6,1,,,,,,,2,0,Completed,"2,1","1,66","2,08","1,82","2,25","1,82","2,12","1,71"
8,Buenos Aires,Argentina Open,11/02/2020,ATP250,Outdoor,Clay,1st Round,3,Kovalik J.,Moutet C.,129,76,405,742,6,3,7,6,,,,,,,2,0,Completed,"2,1","1,66","2,1","1,81","2,25","1,81","2,13","1,7"
8,Buenos Aires,Argentina Open,11/02/2020,ATP250,Outdoor,Clay,1st Round,3,Sousa P.,Diaz Acosta F.,145,471,373,65,4,6,6,2,6,3,,,,,2,1,Completed,"1,36",3,,,"1,4","3,3","1,36","3,02"
8,Buenos Aires,Argentina Open,11/02/2020,ATP250,Outdoor,Clay,1st Round,3,Martinez P.,Domingues J.,142,175,379,286,7,6,7,5,,,,,,,2,0,Completed,,,,,"1,44","2,81","1,42","2,78"
8,Buenos Aires,Argentina Open,11/02/2020,ATP250,Outdoor,Clay,1st Round,3,Djere L.,Cerundolo F.,35,239,1265,197,6,2,2,6,6,4,,,,,2,1,Completed,"1,4","2,75","1,54","2,64","1,54","3,1","1,42","2,82"
8,Buenos Aires,Argentina Open,11/02/2020,ATP250,Outdoor,Clay,1st Round,3,Londero J.I.,Horansky F.,69,182,807,277,6,4,4,6,6,2,,,,,2,1,Completed,"1,28","3,5","1,31","3,77","1,33","4,08","1,29","3,54"
8,Buenos Aires,Argentina Open,12/02/2020,ATP250,Outdoor,Clay,1st Round,3,Ramos-Vinolas A.,Mayer L.,42,107,1130,529,4,6,6,3,7,5,,,,,2,1,Completed,"1,53","2,37","1,7","2,26","1,71","2,55","1,61","2,29"
8,Buenos Aires,Argentina Open,12/02/2020,ATP250,Outdoor,Clay,2nd Round,3,Sousa P.,Kovalik J.,145,129,373,405,7,6,7,6,,,,,,,2,0,Completed,"3,25","1,33","3,14","1,42","3,58","1,42","3,09","1,36"
8,Buenos Aires,Argentina Open,12/02/2020,ATP250,Outdoor,Clay,2nd Round,3,Lajovic D.,Martinez P.,23,142,1596,379,7,6,7,6,,,,,,,2,0,Completed,"1,44","2,62","1,6","2,51","1,6","2,79","1,5","2,56"
8,Buenos Aires,Argentina Open,12/02/2020,ATP250,Outdoor,Clay,2nd Round,3,Ruud C.,Carballes Baena R.,45,88,1079,664,6,1,6,0,,,,,,,2,0,Completed,"1,3","3,4","1,35","3,49","1,41","3,5","1,33","3,28"
8,Buenos Aires,Argentina Open,13/02/2020,ATP250,Outdoor,Clay,2nd Round,3,Monteiro T.,Coric B.,92,31,634,1320,6,4,7,6,,,,,,,2,0,Completed,"1,72",2,"1,72","2,26","1,8","2,26","1,74","2,07"
8,Buenos Aires,Argentina Open,13/02/2020,ATP250,Outdoor,Clay,2nd Round,3,Londero J.I.,Djere L.,69,35,807,1265,6,7,6,2,6,1,,,,,2,1,Completed,"1,72",2,"1,91",2,"1,91","2,07","1,82","1,97"
8,Buenos Aires,Argentina Open,13/02/2020,ATP250,Outdoor,Clay,2nd Round,3,Cuevas P.,Ramos-Vinolas A.,48,42,1017,1130,6,4,4,6,6,4,,,,,2,1,Completed,"1,57","2,25","1,71","2,27","1,74","2,33","1,66","2,21"
8,Buenos Aires,Argentina Open,13/02/2020,ATP250,Outdoor,Clay,2nd Round,3,Pella G.,Bagnis F.,27,134,1560,392,7,6,6,7,6,4,,,,,2,1,Completed,"1,44","2,62","1,5","2,8","1,5",3,"1,45","2,73"
8,Buenos Aires,Argentina Open,14/02/2020,ATP250,Outdoor,Clay,2nd Round,3,Schwartzman D.,Delbonis F.,14,87,2325,666,6,3,4,6,6,2,,,,,2,1,Completed,"1,2","4,33","1,25","4,44","1,25","4,6","1,22","4,17"
8,Buenos Aires,Argentina Open,14/02/2020,ATP250,Outdoor,Clay,Quarterfinals,3,Ruud C.,Lajovic D.,45,23,1079,1596,7,5,6,1,,,,,,,2,0,Completed,"1,5","2,62","1,55","2,66","1,55","2,77","1,5","2,58"
8,Buenos Aires,Argentina Open,14/02/2020,ATP250,Outdoor,Clay,Quarterfinals,3,Londero J.I.,Pella G.,69,27,807,1560,6,4,7,6,,,,,,,2,0,Completed,"1,9","1,9","2,11","1,83","2,11","2,07","1,85","1,94"
8,Buenos Aires,Argentina Open,14/02/2020,ATP250,Outdoor,Clay,Quarterfinals,3,Schwartzman D.,Cuevas P.,14,48,2325,1017,5,7,7,6,7,5,,,,,2,1,Completed,"1,33","3,4","1,34","3,67","1,38","3,67","1,34","3,23"
8,Buenos Aires,Argentina Open,15/02/2020,ATP250,Outdoor,Clay,Quarterfinals,3,Sousa P.,Monteiro T.,145,92,373,634,7,6,6,4,,,,,,,2,0,Completed,"3,5","1,3","3,54","1,36","3,6","1,36","3,41","1,31"
